,Occur_date,Occur_weekday,incident,cases,time,location,release,zip,latitude,longitude
2067,NA,NA,Weapons Violation,2018-499141,NA,100 block of East Girham,Sgt. Ryan Gibson,53703,43.0784848,-89.3865531
2068,NA,NA,Traffic Incident,2018-498742,NA,East washington ave and First St,Sgt. Ryan Gibson,53704,43.0922627,-89.3594667
2069,NA,NA,Weapons Violation,2018-475674,NA,3554 E. Washington Ave (Visions Nightclub),Lt. Daniel Nale,53704,43.115784,-89.3271241
2070,NA,NA,Non-Residential Burglary,2018-496340,NA,201 Junction Road (Target),P.O. David Dexheimer,53717,43.0631218,-89.5244275
2071,NA,NA,Arrested Person,2018-497595,NA,1700 Thierer Road (Denny's Restaurant),P.O. David Dexheimer,53704,43.1221447,-89.31228
2072,NA,NA,Traffic Incident,2018-497743,NA,Gammon Rd at Gammon Ln,P.O. David Dexheimer,53719,43.0392687,-89.5033994
2073,NA,NA,Robbery,2018-497492,NA,4822 E. Washington Ave. (Parking lot of Comfort Inn and Suites),Lt. Jamar Gary,53704,43.1346216,-89.3009336
2074,NA,NA,Battery,2018-492839,NA,7800 Mineral Point Road (Walgreens),P.O. David Dexheimer,53717,43.0605887,-89.5178857
2075,NA,NA,Robbery,2018-496910,NA,Browning Road at Dryden Drive,Lt. Daniel Nale,53704,43.1310912,-89.3594565
2076,NA,NA,Information,2018-495602,NA,S Whitney Way north of Odana Rd,Lt. John Radovan,53711,43.05101,-89.47177
2077,NA,NA,Information,2018-495602,NA,S Whitney Way north of Odana Rd,Lt. John Radovan,53711,43.05101,-89.47177
2078,NA,NA,Traffic Incident,2018-495384,NA,700 Bl Mesta Ln,Lt. John Radovan,53704,43.1081645,-89.2963515
2079,NA,NA,Intoxicated/Impaired Driver,2018-495316,NA,W Johnson St @ N Carroll St,Lt. John Radovan,53703,43.0760415,-89.388166
2080,NA,NA,Robbery,2018-494888,NA,6600 Odana Rd,Sgt. Theresa Magyera,53719,43.0550156,-89.4932836
2081,NA,NA,Robbery,2018-494207,NA,1102 Regent St (Mcdonald's),Sgt. Ryan Gibson,53715,43.067984,-89.4044837
2082,NA,NA,Residential Burglary,2018-494151,NA,1900 block of Gulseth Street,Sgt. Ryan Gibson,53704,43.1432032,-89.3579317
2083,NA,NA,Weapons Violation,2018-492943,NA,700 block of Pinecrest Dr.,Sgt. David Compton,53714,43.1079167,-89.3339528
2084,NA,NA,Weapons Violation,2018-492501,NA,100 block Langdon St.,PIO Joel Despain,53703,43.0779521,-89.3910501
2085,NA,NA,Intoxicated/Impaired Driver,2018-491846,NA,E. Gorham St.,PIO Joel Despain,NA,43.0838631,-89.3788404
2086,NA,NA,Weapons Violation,2018-491168,NA,502 Pflaum Rd. (Sennett Middle School),PIO Joel Despain,53716,43.0630868,-89.3214352
2087,NA,NA,Residential Burglary,2018-491602,NA,Mission Circle,PIO Joel Despain,53713,43.0360254,-89.3696462
2088,NA,NA,Weapons Violation,2018-491802,NA,100 block Langdon St.,PIO Joel Despain,53703,43.0779521,-89.3910501
2089,NA,NA,Traffic Incident,2018-491310,NA,USH 12 at S. Park St.,Lt. Jamar Gary,53715,43.0671442,-89.4019102
2090,NA,NA,Drug Investigation,2018-460043,NA,Woodview Court (Town of Madison),PIO Joel Despain,53713,43.0402445,-89.3913739
2091,NA,NA,Robbery,2018-471286,NA,Williamson St.,PIO Joel Despain,53703,43.0813438,-89.3671071
2092,NA,NA,Weapons Violation,2018-490217,NA,Wheeler Rd. (at School Rd.),PIO Joel Despain,53704,43.1483226,-89.3754284
2093,NA,NA,Weapons Violation,2018-490217,NA,Wheeler Rd. (at School Rd.),PIO Joel Despain,53704,43.1483226,-89.3754284
2094,NA,NA,Weapons Violation,2018-489926,NA,2100 Atwood Ave.,Lt. Jamar Gary,53704,43.0927624,-89.3517712
2095,NA,NA,Robbery,2018-487255,NA,100 State St,Lt. Jamar Gary,53703,43.074913,-89.386999
2096,NA,NA,Murder/Homicide,2018-000000,NA,4916 W. Broadway (Quality Courts Motel),PIO Joel Despain,53713,43.0433764,-89.3543739
2097,NA,NA,Weapons Violation,2018-487639,NA,8200 block Plaza Drive,PIO Joel Despain,53719,43.0566349,-89.5229133
2098,NA,NA,Intoxicated/Impaired Driver,2018-488984,NA,4800 block Milwaukee St.,PIO Joel Despain,53714,43.0991519,-89.2997341
2099,NA,NA,Traffic Incident,2018-488740,NA,Wheeler Rd at School Rd,Sgt. Scott Kleinfeldt,53704,43.1479869,-89.3826676
2100,NA,NA,Robbery,2018-488619,NA,7810 Mineral Point Road (Walgreens),Lt. Daniel Nale,53717,43.0613181,-89.5180123
2101,NA,NA,Intoxicated/Impaired Driver,2018-486103,NA,W. Badger Rd. (at S. Park St.),PIO Joel Despain,53713,43.0386004,-89.4032631
2102,NA,NA,Residential Burglary,2018-485160,NA,Malvern Hill Drive,PIO Joel Despain,53718,43.0895231,-89.2676355
2103,NA,NA,Non-Residential Burglary,2018-486274,NA,601 North Street (Tip Top Tavern),PIO Joel Despain,53704,43.1069619,-89.3510384
2104,NA,NA,Weapons Violation,2018-486412,NA,West Beltline Highway (at Midvale Blvd),PIO Joel Despain,NA,43.0428229,-89.4657145
2105,NA,NA,Non-Residential Burglary,2018-485222,NA,5441 High Crossing Blvd. (Pooley's Sports Bar),PIO Joel Despain,53718,43.1415154,-89.2849952
2106,NA,NA,Arrested Person,2018-481065,NA,515 S. Midvale Blvd. (Anytime Fitness),PIO Joel Despain,53711,43.0546736,-89.4502108
2107,NA,NA,Traffic Incident,2018-485189,NA,2600 block Coolidge St.,PIO Joel Despain,53704,43.1092301,-89.3490525
2108,NA,NA,Robbery,2018-484722,NA,1100 block of Rutledge Street,Lt. Daniel Nale,53703,43.0801887,-89.3634292
2109,NA,NA,Robbery,2018-484722,NA,1100 block of Rutledge Street,Lt. Daniel Nale,53703,43.0801887,-89.3634292
2110,NA,NA,Robbery,2018-484695,NA,30 N. Mills Street,Sgt. Matthew Baker,53715,43.0685554,-89.4045738
2111,NA,NA,Robbery,2018-484095,NA,2200 Rosenberry Rd,Lt. John Radovan,53711,43.0302721,-89.4580437
2112,NA,NA,Robbery,2018-483862,NA,5300 Raywood Rd,Lt. John Radovan,53713,43.049104,-89.3546313
2113,NA,NA,Injured Person,2018-482548,NA,6400 block Pilgrim Rd.,PIO Joel Despain,53711,43.0263935,-89.4937462
2114,NA,NA,Robbery,2018-482219,NA,500 block West Shore Dr.,PIO Joel Despain,53715,43.0620138,-89.3997427
2115,NA,NA,Robbery,2018-468164,NA,1130 Williamson St. (Spirit gas station),PIO Joel Despain,53703,43.0828449,-89.3654246
2116,NA,NA,Missing Adult,2018-478517,NA,S. Westfield Rd. (lives on nearby street),PIO Joel Despain,NA,43.0639122,-89.5077245
2117,NA,NA,Weapons Violation,2018-482207,NA,300 Block North Henry street,Sgt. Ryan Gibson,53703,43.0747703,-89.3899569
2118,NA,NA,Weapons Violation,2018-482023,NA,North Hancock St,Sgt. Ryan Gibson,53703,43.078642,-89.3819583
2119,NA,NA,Fraud,2018-000000,NA,211 South Carroll St. (Madison Police Central District),PIO Joel Despain,53703,43.0723971,-89.3825501
2120,NA,NA,Suspicious Person,2018-480503,NA,Tocora Lane (near S. Segoe Rd.),PIO Joel Despain,53711,43.0585606,-89.4648188
2121,NA,NA,Residential Burglary,2018-479487,NA,900 block Jenifer St.,PIO Joel Despain,53703,43.0788449,-89.3688081
2122,NA,NA,Robbery,2018-477949,NA,3709 Kinsman Blvd (McDonald's),Sgt. Kurt Wege,53704,43.1253132,-89.3243817
2123,NA,NA,Robbery,2018-474668,NA,101 State St. (Teddywedgers),PIO Joel Despain,53703,43.0746235,-89.3867974
2124,NA,NA,Residential Burglary,2018-474344,NA,Riva Rd.,PIO Joel Despain,53711,43.0300459,-89.4856529
2125,NA,NA,Residential Burglary,2018-474344,NA,Riva Rd.,PIO Joel Despain,53711,43.0300459,-89.4856529
2126,NA,NA,Weapons Violation,2018-475798,NA,2000 block Frisch Rd.,PIO Joel Despain,53711,43.0316952,-89.4936639
2127,NA,NA,Robbery,2018-476446,NA,Calypso Rd/Trailsway,Lt. Jamar Gary,53704,43.1261406,-89.3660007
2128,NA,NA,Robbery,2018-475180,NA,5702 Raymond Rd. (Walgreens),Lt. Jamar Gary,53711,43.0324947,-89.4775406
2129,NA,NA,Robbery,2018-472556,NA,2800 Block of Todd Drive,Lt. Daniel Nale,53713,43.0348731,-89.4229569
2130,NA,NA,Theft,2018-472179,NA,41 East Towne Mall (Planet Fitness),PIO Joel Despain,53704,43.1280007,-89.3042487
2131,NA,NA,Traffic Incident,2018-47280,NA,Portage Rd. (at Donald Dr.),PIO Joel Despain,NA,43.148042,-89.3053813
2132,NA,NA,Robbery,2018-472785,NA,2801 Atwood Avenue (BP gas station),Lt. Daniel Nale,53704,43.0937274,-89.3431663
2133,NA,NA,Robbery,2018-472754,NA,4217 W. Beltline Hwy (Rocky's Liquor Store),Lt. Daniel Nale,53711,43.0342197,-89.4448719
2134,NA,NA,Robbery,2018-472740,NA,4325 Mohawk Drive (BP gas station),Lt. Daniel Nale,53711,43.0379743,-89.4507673
2135,NA,NA,Suspicious Person,2018-00471987,NA,700 Odana Lane,Sgt. Jennifer Hannah,53711,43.0498658,-89.4719197
2136,NA,NA,Theft,2018-460778,NA,Pelham Rd.,PIO Joel Despain,53713,43.0296952,-89.4290157
2137,NA,NA,Robbery,2018-471286,NA,Williamson St. (near S. Few St.),PIO Joel Despain,53703,43.0813438,-89.3671071
2138,NA,NA,Weapons Violation,2018-471348,NA,3100 block Churchill Dr.,PIO Joel Despain,53713,43.029233,-89.4232242
2139,NA,NA,Robbery,2018-471204,NA,6514 Schroeder Rd. (La Petite Academy),PIO Joel Despain,53711,43.0466835,-89.4943723
2140,NA,NA,Non-Residential Burglary,2018-466825,NA,444 S. Park St. (Rockhound Brewing Company),PIO Joel Despain,53715,43.0624104,-89.4011588
2141,NA,NA,Non-Residential Burglary,2018-466825,NA,444 S. Park St. (Rockhound Brewing Company),PIO Joel Despain,53715,43.0624104,-89.4011588
2142,NA,NA,Weapons Violation,2018-469932,NA,N. Orchard St. (Southwest Commuter Path),PIO Joel Despain,NA,43.0707069,-89.4073717
2143,NA,NA,Theft,2018-469444,NA,725 S. Gammon Rd. (Woodman's Market),PIO Joel Despain,53719,43.048911,-89.5006455
2144,NA,NA,Robbery,2018-469443,NA,6800 block Park Ridge Dr.,PIO Joel Despain,53719,43.0432472,-89.5016332
2145,NA,NA,Weapons Violation,2018-469974,NA,2000 Block Baird St,Lt. Daniel Nale,53713,43.0440578,-89.3907128
2146,NA,NA,Weapons Violation,2018-470023,NA,1800 Block of Fordem Ave,Lt. Daniel Nale,53704,43.0959245,-89.3635149
2147,NA,NA,Drug Investigation,2018-375922,NA,1900 block Sherman Ave.,PIO Joel Despain,53704,43.0972079,-89.3686148
2148,NA,NA,Traffic incident/Road Rage,2018-465175,NA,1400 block Northport Dr.,PIO Joel Despain,53704,43.128254,-89.368329
2149,NA,NA,Disturbance,2018-466252,NA,7810 Mineral Point Rd. (Walgreens parking lot),PIO Joel Despain,53717,43.0613181,-89.5180123
2150,NA,NA,Robbery,2018-467479,NA,409 W. Gorham St. (Domino's Pizza),PIO Joel Despain,53703,43.0735188,-89.3928866
2151,NA,NA,Weapons Violation,2018-467474,NA,300 S. Brearly,Sgt. Joseph Engler,53703,43.0811795,-89.3686926
2152,NA,NA,Weapons Violation,2018-466584,NA,100 block S. Butler St,Sgt. Joseph Engler,53703,43.0749442,-89.378822
2153,NA,NA,Robbery,2018-462191,NA,220 Cottage Grove Rd (Wayne's Automotive),Lt. Jamar Gary,53716,43.0840408,-89.3221462
2154,NA,NA,Suspicious Person,2018-464327,NA,2100 Pike Dr.,PIO Joel Despain,53713,43.0293917,-89.4169083
2155,NA,NA,Weapons Violation,2018-463903,NA,2500 Calypso Road,Lt. Daniel Nale,53704,43.125212,-89.3662525
2156,NA,NA,Miscellaneous Sex Offense,2018-461686,NA,400 block E. Campus Drive,PIO Joel Despain,NA,43.0709316,-89.3991057
2157,NA,NA,Miscellaneous Sex Offense,2018-461686,NA,400 block E. Campus Drive,PIO Joel Despain,NA,43.0709316,-89.3991057
2158,NA,NA,Weapons Violation,2018-462420,NA,800 Block Troy Drive,Lt. Daniel Nale,53704,43.1338027,-89.3841293
2159,NA,NA,Residential Burglary,2018-458802,NA,Oakbridge Court,PIO Joel Despain,53717,43.0630953,-89.5219913
2160,NA,NA,Traffic Incident,2018-457423,NA,"E. Johnson Street/Wisconsin Avenue, Madison, WI",Sgt. Nathan Becker,53703,43.0768433,-89.3869642
2161,NA,NA,Weapons Violation,2018-457437,NA,3700 block Kipling Dr.,PIO Joel Despain,53704,43.1341573,-89.3566988
2162,NA,NA,Missing Juvenile,2018-453412,NA,1128 S Park St,Sgt. Nicholas Ellis,53715,43.0539705,-89.3968162
2163,NA,NA,Weapons Violation,2018-456151,NA,200 block S.Park St.,Sgt. Joseph Engler,53715,43.0660848,-89.4010055
2164,NA,NA,Information,2018-453949,NA,6202 Schoeder Rd (BP Gas Station - Stop n Go),Lt. Jamar Gary,53711,43.0467269,-89.4870647
2165,NA,NA,Battery,2018-450204,NA,2509 Perry St. (America's Best Value Inn),PIO Joel Despain,53713,43.0363442,-89.3960946
2166,NA,NA,Robbery,2018-452606,NA,2900 block Todd Dr.,Lt. Jamar Gary,53713,43.0333418,-89.4229623
2167,NA,NA,Theft,2018-451789,NA,1102 Regent St. (McDonald's parking lot),PIO Joel Despain,53715,43.067984,-89.4044837
2168,NA,NA,Robbery,2018-419729,NA,400 N. Segoe Rd,Lt. Jamar Gary,53705,43.0709892,-89.4549275
2169,NA,NA,Robbery,2018-448742,NA,714 W Badger Road (Badger Liquor),Lt. Daniel Nale,53713,43.0386976,-89.3925535
2170,NA,NA,Weapons Violation,2018-451002,NA,7900 block Tree Lane,PIO Joel Despain,53717,43.0638411,-89.5196882
2171,NA,NA,Robbery,2018-451621,NA,500 S Park Street,Lt. Daniel Nale,53715,43.0620633,-89.400875
2172,NA,NA,Robbery,2018-450806,NA,2201 Zeier Rd. (Shopko),PIO Joel Despain,53704,43.1291375,-89.3020831
2173,NA,NA,Robbery,2018-450806,NA,2201 Zeier Rd. (Shopko),PIO Joel Despain,53704,43.1291375,-89.3020831
2174,NA,NA,Traffic Incident,2018-449171,NA,2400 block Dunns Marsh Terrace,PIO Joel Despain,53711,43.0265614,-89.4587117
2175,NA,NA,Robbery,2018-435427,NA,5521 Odana Rd. (Associated Bank),Sgt. Daniel Perez,53719,43.0495922,-89.4747715
2176,NA,NA,Robbery,2018-450570,NA,604 Cottage Grove Rd. (KFC),PIO Joel Despain,53716,43.0841909,-89.3159679
2177,NA,NA,Robbery,2018-448791,NA,700 block of N Midvale Blvd,Lt. Daniel Nale,53705,43.074294,-89.4513613
2178,NA,NA,Weapons Violation,2018-448005,NA,"516 South Park Street, Madison, WI (Rustic Tavern)",Sgt. Nathan Becker,53715,43.0615573,-89.4010115
2179,NA,NA,Information,2018-447669,NA,State Street/North Henry Street (Overture Center),Nathan Becker,53703,43.0747703,-89.3899569
2180,NA,NA,Robbery,2018-447619,NA,"4624 Monona Drive, Madison, WI (BP Gas Station)",Nathan Becker,53716,43.0695943,-89.3254008
2181,NA,NA,Arrested Person,2018-444479,NA,500 State Street,P.O. Howard Payne,53703,43.074861,-89.3934697
2182,NA,NA,Attempted Homicide,2018-440952,NA,N. Fair Oaks at Milwaukee St,Lt. Daniel Nale,53714,43.099667,-89.3322309
2183,NA,NA,Arrested Person,2018-445015,NA,1000 block Williamson Street,P.O. Howard Payne,53703,43.080772,-89.3678943
2184,NA,NA,Weapons Violation,2018-444868,NA,700 block of Troy Dr.,Lt. Jamar Gary,53704,43.1337872,-89.3872235
2185,NA,NA,Fraud,2018-904717,NA,Ancient Oak Lane,PIO Joel Despain,53593,43.0438676,-89.5471422
2186,NA,NA,Robbery,2018-444347,NA,709 Struck St. (Dane County Credit Union),PIO Joel Despain,53711,43.0495382,-89.4954628
2187,NA,NA,Robbery,2018-443726,NA,400 block N. Frances St.,PIO Joel Despain,53715,43.0732337,-89.3958465
2188,NA,NA,Robbery,2018-443628,NA,3153 Maple Grove Dr. (Kwik Trip),Sgt. Kurt Wege,53719,43.0160779,-89.4980994
2189,NA,NA,Robbery,2018-443628,NA,3153 Maple Grove Dr. (Kwik Trip),Sgt. Kurt Wege,53719,43.0160779,-89.4980994
2190,NA,NA,Non-Residential Burglary,2018-442468,NA,2801 North Sherman Ave. (Northside Liquor),PIO Joel Despain,53704,43.127669,-89.362244
2191,NA,NA,Robbery,2018-441740,NA,2444 Perry St. (Herbalife),Lt. Jamar Gary,53713,43.0370837,-89.396781
2192,NA,NA,Unwanted Person,2018-440176,NA,200 block W. Gilman St.,PIO Joel Despain,53703,43.0760909,-89.391654
2193,NA,NA,Theft,2018-440040,NA,1100 block E. Johnson St.,PIO Joel Despain,53703,43.087269,-89.372606
2194,NA,NA,Weapons Violation,2018-436166,NA,800 block Valley Rd.,PIO Joel Despain,53714,43.0877513,-89.2942193
2195,NA,NA,Intoxicated/Impaired Driver,2018-438890,NA,West Beltline Highway (at Fish Hatchery Rd.),PIO Joel Despain,NA,43.0428229,-89.4657145
2196,NA,NA,Battery,2018-439709,NA,West Towne Mall,PIO Joel Despain,53719,43.0573878,-89.5059068
2197,NA,NA,Weapons Violation,2018-440719,NA,300 block State St.,PIO Joel Despain,53703,43.0747707,-89.3899741
2198,NA,NA,Battery,2018-440053,NA,300 block W. Wilson St.,PIO Joel Despain,53703,43.0705526,-89.3846088
